road_SPREAD,road_Rolling 3P,road_Rolling TOT,road_Rolling ST,road_Rolling TO,road_Rolling BL,road_Rolling PTS,road_Rolling FG%,road_Rolling FT%,home_Rolling 3P,home_Rolling TOT,home_Rolling ST,home_Rolling TO,home_Rolling BL,home_Rolling PTS,home_Rolling FG%,home_Rolling FT%,home team win
-10,5.6,22,7.4,13.4,5.6,105.4,0.501175092,0.776431023,7.4,21.2,11.4,18.8,6.2,86.6,0.393294729,0.662848485,0
7,7.2,20.8,7.8,14,3.8,97,0.422066676,0.727881242,11.4,18,9.2,18.4,4.6,105,0.429311644,0.721397849,1
5.5,6,21.4,8.2,13.2,3.8,97.6,0.405524811,0.74598659,4.8,19.6,6,15.6,2.6,100.6,0.454234892,0.71772226,0
-6.5,9,24.8,11.2,13,6.4,107.2,0.464117391,0.765387488,7.8,22.6,4.6,11,4.6,106.8,0.500915954,0.733846154,0
-7,8,25.6,5.2,14.6,4.8,110.6,0.46418001,0.782467709,7,20.8,9.4,11.8,3.6,91.4,0.466406026,0.64500768,0
11.5,6.2,19.6,5.4,12.2,6.2,96.8,0.457015311,0.737126477,7.8,28.4,8.4,16,6.6,108,0.48199052,0.711795829,1
-4,8,20.4,6.8,10.2,5.2,97.6,0.411089088,0.738606516,2.6,21.6,11.6,14.8,4.6,96.2,0.421168165,0.717471409,0
7.5,12.6,23,9.2,16,4.8,106.6,0.472401376,0.781544812,6.4,23,8.4,15.8,7.6,105.4,0.477875771,0.792539244,1
-7,9.2,21.6,4.2,11.8,4.6,106.6,0.482509475,0.831645768,7.2,22,7.2,12.4,4.4,98,0.488474002,0.832048344,0
-5,9.4,24.6,8.4,14.2,6.2,109,0.497432581,0.76023913,7.2,21.4,7.6,14.2,4.8,95.6,0.395832108,0.711282051,0
10.5,4.6,17.2,4.6,8.4,5.6,97.6,0.420942361,0.774562719,8.8,24.4,6.4,11.4,4.4,105.6,0.463726361,0.750980614,1
5,6.6,21.6,7.2,9.8,5,98.6,0.417392646,0.735525284,7.2,21.6,6.8,12.2,3.4,93.6,0.401519651,0.755461541,1
-5,7.4,26,7.8,15.8,3.4,105.6,0.450612412,0.736525835,8.6,22.6,11.2,18.4,5.6,92.6,0.412806924,0.676024955,0
2.5,8.2,22.2,5,14.8,5.2,103.4,0.465875621,0.795072751,9.2,25.4,10.2,12.8,3.8,97,0.427863516,0.749718848,1
6.5,8.4,18.8,5.2,11.8,5,94.6,0.469603088,0.777142857,8.6,23.4,5.6,14.6,4.4,101,0.460893117,0.812201324,1
5.5,6.2,21.2,8,17.6,3,105.6,0.511263343,0.787150937,11.4,21.8,10.4,15.4,4.8,100.6,0.428588245,0.749518668,0
9,7.6,24.8,9.2,14,6.8,107.4,0.494086377,0.746310559,9.2,21.4,6.2,12.8,5.8,96.8,0.446441092,0.798615465,1
11.5,5.6,21.8,8.8,13.6,4.2,96.2,0.421583387,0.773272947,10.6,24.8,7.2,12,4.6,109.2,0.468425241,0.788205595,1
12,2.6,22,10.4,14.8,4.2,92.6,0.412829105,0.726730669,7.2,25.4,8.2,16,6.2,102.8,0.473727214,0.665499533,1
6,6.4,19,8.8,10.8,4,89.4,0.448170732,0.678341014,6.2,22.2,7.8,14,3.6,89,0.435353535,0.680376677,0
3.5,9.2,23,10.4,15,6.6,110.4,0.472442973,0.836984127,7.4,23.4,7.4,12.2,5,110.2,0.495317707,0.798653246,1
10.5,5.6,18,5.6,14,6.6,92.8,0.437386664,0.712840763,7.8,21.8,6.6,11.4,5.4,111.2,0.498985261,0.765846154,1
-7.5,9.6,18.4,7.8,12.2,4.2,109.2,0.483910495,0.778174849,7,20.4,8.4,15.6,4.4,95.6,0.469162091,0.832697694,0
-8,5.4,21.6,8.4,16.2,7,107.2,0.476784222,0.814171123,6.6,20.6,5.6,16,3.6,98.2,0.438455646,0.714564365,0
-2.5,12.4,22,10,17,4.2,100.4,0.435469965,0.758635478,5.2,18.2,4.4,9.4,6,96.2,0.432508626,0.691954023,0
7,8.6,25.4,10.4,12.2,4.4,96.4,0.431851883,0.76705631,8.8,24.4,7,10.8,5,104,0.457673579,0.758823751,0
3.5,7.8,18.4,5,14,5.8,91.4,0.466900385,0.757142857,7,25.4,9.6,17,4,104,0.436762283,0.749772589,1
-7,11.8,21.8,8.6,13.4,4.8,109.4,0.494206223,0.831508182,6,22,8.6,13.2,3.6,94.2,0.427759817,0.737169051,0
3,5,17.2,6,14.8,6.8,96.4,0.446247423,0.757452292,7.2,18.8,8.6,12.2,4,91,0.442337398,0.732187168,0
12.5,7.2,24,8.8,14,3.6,92.2,0.438275613,0.697810888,9.2,23.4,6.4,14.6,4.4,101.8,0.468654395,0.815534657,1
3.5,7.4,24.4,8.4,12.6,4.4,111,0.494122055,0.797843529,7,22.6,9.2,13.8,6.4,101.8,0.476888129,0.706674195,0
10,6.4,21,7.8,18.2,2.8,103.8,0.503044165,0.813287301,8.6,20.8,6.2,13.2,5.8,97.8,0.453870041,0.826515152,1
11,7.4,22.2,6.2,13.2,2.8,95.4,0.422905193,0.767211221,9.6,25,7.6,13.4,4,107.8,0.465668831,0.796538928,1
-3,11.4,17.6,8,17.4,4.4,105.6,0.429775965,0.709044908,7.8,22.2,8,14.6,4.2,96,0.402150063,0.707472527,0
12.5,7,21,9.4,15.4,4.6,93.2,0.45345986,0.821269123,7,20.4,4.8,15.4,6.2,100.2,0.448644438,0.785548942,1
4.5,7.8,21,8,11.6,6.4,114.2,0.514358145,0.821401709,10.6,17.2,8.8,16.2,4.8,105.8,0.414693009,0.695469639,0
7.5,6,20,7.2,16,2.2,101.4,0.486104583,0.789511077,6.8,20.4,6,17.2,3.8,97.4,0.435562337,0.733892096,0
2.5,5.4,21.2,9.2,15.2,7.4,108.8,0.481381923,0.806327986,8.6,21.2,9.4,15.6,7.6,107.6,0.464660595,0.86031746,1
4,7.2,17.8,5.4,15.8,6.4,99,0.471295371,0.797317157,7,16.6,5.8,14.4,5,88.8,0.452754389,0.759047619,0
-4.5,6.4,18.8,5.2,9.2,5.2,96.8,0.430077336,0.670741902,7.8,21.4,10.8,19.4,7,91.8,0.40758419,0.711263051,0
6.5,2,21.4,9.8,15,4.8,91.4,0.417380644,0.684766383,6.8,26.4,9.4,16.8,4.2,105.6,0.464944101,0.743789683,1
10.5,8.2,23,8.2,14.2,4.8,92.4,0.435806477,0.662404189,8.6,24.2,5.6,9.8,4,101.6,0.452361926,0.774841067,1
-7,9.4,24,6.8,13.6,3.2,100.4,0.469919827,0.807549176,7.2,21.4,9.4,13,4.2,96.6,0.428173773,0.73829687,0
-6,7,27,8.6,14.2,6.2,106,0.500608935,0.676610644,6.2,15.8,7.8,12.2,3.2,87.8,0.411980256,0.743853834,0
6.5,8,20.2,5.4,13.2,7.2,100.4,0.452564116,0.768511905,7.8,25.4,9.4,12.6,4.8,113.8,0.466033462,0.791350023,0
4.5,8.2,20.8,6.2,13.4,5,99,0.450503867,0.754963427,9.6,24.2,8,14,7,105.8,0.465935748,0.681231361,0
-3,9,23.6,7.6,13.6,3.8,104,0.461181652,0.760983372,9.2,23.2,7.8,14.8,3.6,101.4,0.409839864,0.710148113,1
-5.5,6.8,20,8.2,14.2,7,107.8,0.47673076,0.774955437,7.4,21.6,8.8,9.2,5.2,97.6,0.400693042,0.746777552,0
-6,11,20,9,15.4,5,98.6,0.443644717,0.75101643,6.4,21,9.2,16,4.2,94,0.451270992,0.825317706,0
5.5,8.8,20.4,7.2,12.2,4,108.4,0.458458412,0.779601109,8,20.8,7.4,11.8,6.4,113.2,0.507041072,0.831191919,0
3.5,7.2,19,5.2,15.2,6,99.2,0.478144686,0.810195944,7.8,20.2,6.2,10,5.2,99.4,0.434499105,0.665062389,1
5,10,27.2,8.8,10.8,4,100.2,0.456903148,0.788815569,9.6,17.8,9,14,4.2,103.8,0.409955713,0.703604282,0
10.5,9.2,24.6,7.6,15.4,7,107.8,0.447134692,0.676103156,11.4,21.8,7.6,14,4,107.8,0.47880538,0.82789916,1
3,6.4,23,6.2,12.2,3.2,97,0.423698844,0.800459303,9.4,25,7.6,16.4,3.4,101.8,0.422147556,0.710148113,1
10.5,7.8,21.4,7.2,15.8,1.8,102.6,0.484771249,0.78036075,8.2,22.8,9,13.4,3.2,104.6,0.457491812,0.741069952,1
12,6.6,20,10.6,15.4,4.8,93,0.433448026,0.811347118,9.6,23.6,6.8,12.2,3.6,102.2,0.462935348,0.757549176,1
5,6.8,23.8,8.2,12.4,5.8,110.4,0.448286278,0.793936229,8.6,23.2,6.2,10.8,3.8,99.6,0.434147229,0.768929737,1
7.5,8.4,23.6,8.6,9.8,5,100.8,0.41716363,0.760110886,7.4,21.6,5.4,18.2,3.4,98.6,0.454400578,0.729851692,1
2,7.8,22.4,9,14,5.2,99.4,0.445304723,0.709130204,9.4,24.4,8,15.2,5.4,94.6,0.464769181,0.637404189,1
-3.5,6.6,26.8,7.8,16,4.6,102,0.485728415,0.705396825,6.6,16.6,9,13.2,2.6,92,0.44547619,0.748365113,1
9,8.8,20.6,9.6,20.6,7.8,88.4,0.405771012,0.747733639,8,19.6,5.6,15.2,4,89.8,0.451434825,0.759047619,0
6,9.6,18.2,9.6,13.8,4.6,99,0.437284411,0.782900488,6.2,25.4,7.8,11.4,6.2,100.4,0.495087793,0.657359307,0
-3.5,6,21,6,12.8,3.4,92.4,0.406410795,0.787090319,2.8,21.6,9,13.8,5,93.8,0.434975952,0.646835349,0
7,7.2,20.6,7.8,12.8,7,109.4,0.486720216,0.843096681,7,19.8,7.4,13.4,6.4,108,0.47542095,0.744861393,0
2.5,8.2,23.6,7.6,17.6,4,96.6,0.405906523,0.7241832,8.4,21.2,6.2,8.2,3.6,98.8,0.44737736,0.661821648,1
4,10.4,24.2,7.8,12.2,3.8,104.6,0.477093283,0.723879142,8.4,19.4,4.6,12,5.6,100,0.446564463,0.800519481,1
5,8.2,21.4,8.8,12.8,3.6,110,0.467397806,0.754146563,10.8,20.2,8.8,14.2,4.6,104.6,0.406803258,0.725826504,1
8,7.2,19.4,5,14.8,5.8,97.4,0.467480057,0.797468672,5.8,24.6,8.4,10.2,4.6,106,0.447219246,0.801304651,0
4.5,10,27.2,7.2,11,5.6,102,0.476089367,0.800354031,9.6,21.6,8.8,13.2,3.2,106.6,0.475440126,0.830756303,0
1,9.4,25.8,9.6,12.2,3.6,106.6,0.463516503,0.721476165,7.4,22,6.8,15.4,6.4,104.4,0.436918242,0.742769823,1
11,7.4,20.6,6.4,17.8,4.2,101.2,0.459174538,0.739010852,10,22.8,8.2,14,7.8,110,0.474480563,0.794603175,1
14,3.6,21.8,8,13.4,4.6,95,0.4494701,0.65365353,8.2,26,5.6,10.8,3.8,101.8,0.482258684,0.735596403,1
-1.5,6.2,23,9,13.2,7.2,105.8,0.470883366,0.851096681,5.6,21.2,7,13,3.2,93.6,0.423910795,0.756034419,1
2,6.8,26,8.4,16.2,5.2,101.4,0.477890165,0.745396825,7.6,21,7.2,14.4,4.4,91.2,0.456846081,0.719047619,1
2.5,8.6,19.8,4.4,13.6,7.6,102.8,0.454672571,0.826355347,5.8,22.4,9,11.8,6,100.6,0.475780936,0.713298005,0
1.5,8.6,25.6,10,11.8,4,109,0.477802218,0.725831882,9.6,27.6,6,12,6.2,105.6,0.500495825,0.785539216,1
4,7.2,21,7.4,17.2,3.4,93.8,0.406516279,0.74341397,10,25.2,6.6,14.8,5.2,99,0.48114345,0.659716562,1
7.5,8.8,20.4,9.2,20.8,7,91.8,0.407803532,0.789551821,6.4,16.4,9.6,13,2.6,92,0.440347985,0.766727395,0
5.5,8.4,22.6,6.8,9.4,4,103.4,0.476396347,0.669229055,8.6,23.4,6.8,16.6,1.6,102.8,0.509991708,0.721313131,0
4.5,9.2,21,8.8,14.8,3.6,110,0.467982601,0.776368785,6.8,18.6,6.6,13.2,6.2,105.6,0.464714487,0.744861393,0
1.5,10,22.8,10.2,14.6,3.2,104.6,0.456082697,0.784285714,8.8,17.6,8,13.8,5.2,99.2,0.44587261,0.769005751,1
-10,10.2,25.8,8.2,13.4,8,114.6,0.483407438,0.799603175,9.4,21,8.4,12,4.2,101.4,0.413859032,0.790777552,1
-5,5,21,8.4,10.6,5.8,98,0.463674194,0.676393243,6.4,20.2,9.2,15,4.8,94.4,0.432243569,0.821603528,0
6.5,7.2,18.6,6.8,11.8,6.2,105.4,0.458303596,0.741724138,9,24.2,6.2,15,4.6,109.6,0.472299077,0.721471121,0
-6,9,26.4,6.6,13,3.8,104,0.488144184,0.740364987,7.2,16.6,9,14.4,2.8,94.4,0.452847985,0.744505173,1
11.5,9.4,21.2,8.4,12.4,5.4,102,0.425563152,0.760189317,7.8,19.6,4.6,11.8,7.4,104,0.453479531,0.788260109,1
2,10.6,25.6,8.4,14.6,7,114.6,0.487107955,0.820518207,8.4,23.8,10.2,11,4.4,107.2,0.450737,0.711546168,1
1.5,8,23.6,7.8,14,5,96.6,0.458982278,0.662573705,6.8,24.8,9.8,15.2,5.4,101.4,0.468478401,0.741565408,0
-3.5,8.4,24,6.2,14,3.6,102.8,0.485466808,0.726461244,7,20.4,7.4,14.2,4,91.2,0.450821984,0.697101449,0
9.5,8.8,23.4,7.6,17.6,2,100.8,0.491955764,0.721313131,10.4,28.4,6.4,12.8,6,107.2,0.506636175,0.76482493,0
-3,5.8,22.8,7.2,12.2,5.2,95.8,0.446638067,0.737978863,8.8,24.2,8.8,13,5.8,99.4,0.437978715,0.676651571,1
2,10.4,21,9,14.6,4.6,104,0.421056132,0.73389102,5,22.4,7.4,8.2,4.4,100.2,0.438817146,0.838341688,0
2.5,9.6,27,6.8,15.2,4.8,111.8,0.478566883,0.727964628,5.4,21.6,7,13.6,6.4,98.2,0.457332132,0.838465102,1
6.5,9,22.4,7.2,9.8,4,107.4,0.47263496,0.724784611,7.8,20,6.8,12.6,5.6,107.4,0.467754427,0.71891712,1
12.5,9.4,20.4,8.2,11,6,100.6,0.419873404,0.75374674,10.8,24.4,8.8,15.6,3.4,108,0.468365639,0.809802956,1
10,4.2,22.6,8.4,14,4.6,97.4,0.445798771,0.674343186,7,20,6.2,16.6,3.4,94.8,0.412393447,0.755102281,1
12.5,7.6,19,9.8,19.4,8.4,96,0.429749702,0.787699969,11.2,21.8,8.4,15.4,3.6,111.4,0.459364253,0.786974846,1
-5.5,10,19.4,8.2,14.2,5.2,106.4,0.467907391,0.768311307,7.4,22.4,5.8,16.2,4.4,101,0.461872951,0.737050067,0
4.5,10.4,22.4,7,9,4,109.6,0.472785591,0.712073587,9,23.4,10.8,11.2,4.4,106.8,0.441718433,0.73548882,0
6,8,22.8,8,13.6,3.4,92.6,0.452154824,0.680434783,8,20.4,7.6,11.6,3.8,101.2,0.437082969,0.733176219,0
9.5,7.4,26,8.4,13.6,5,101.8,0.483554583,0.755591382,5.6,22,7,9.6,4.6,99.8,0.468380728,0.699726576,1
-3.5,5.4,23.8,7.2,7,4.4,101.4,0.430205106,0.826442374,6.8,18,8.8,13,3,95.6,0.456419414,0.755364902,0
10,5,21.8,6.8,12,6,93.8,0.421678123,0.824576213,8.6,21.4,4.2,11.6,7.6,109.4,0.475885132,0.797402966,1
3,6.2,23.6,6.4,13.2,5.6,95.6,0.451457345,0.713063038,7.8,22.4,7.8,13.6,5.2,100.2,0.479855381,0.661680848,0
-4.5,9.8,27.2,6,15.4,5.4,104,0.501468135,0.757261905,8.8,24.4,8.6,16.4,3,103,0.497331176,0.722894159,0
10,6,17.8,10.2,19.8,9,91.6,0.421077615,0.755614407,8,20.8,3.4,13.6,5.4,100,0.481223647,0.809902534,1
6,5.4,20.6,8,12,4.8,94.6,0.447884595,0.815212551,6.6,21.8,6.6,15.4,3.4,104.2,0.479077252,0.741874629,1
18.5,4.2,23.4,8.2,12.6,5.8,99,0.440965977,0.666009852,9.6,26,9.2,14,6,106.2,0.469782373,0.763894831,1
7.5,9.6,24.8,9,12.2,5.2,104.2,0.458673446,0.614882456,8.4,23,7.6,14.2,4.6,102.8,0.477722906,0.758695676,0
1.5,11.2,22,7.8,14.6,4.6,105.8,0.422529658,0.766243961,7.4,25.8,6,15.8,3.4,106.6,0.495328788,0.774525475,1
2,7.2,20.2,7,11.8,6.8,105.2,0.454223771,0.757012358,8.8,22.4,8.8,14.8,3.8,107,0.468365639,0.718136289,1
11.5,5.6,22,7.8,12.6,5.8,103,0.458758429,0.823962551,13.4,21.8,9.6,16.4,4.6,113.4,0.460565925,0.854955141,1
-2.5,10.8,22.4,6.8,8.6,3.4,112.6,0.478977801,0.73663499,5,17.6,4.8,17.2,4.4,93.8,0.413690629,0.754830542,0
-5,10.4,21,7,13,6.4,110.6,0.485779731,0.755348344,9.6,21.6,7.8,12.4,6.2,102,0.426691586,0.74512605,0
3,9.8,25.4,8,17.6,5,100.6,0.47872728,0.734582471,7.6,19,6,10.8,4.8,98.2,0.433048797,0.735790598,0
-4.5,7.4,20.6,4,12,7.2,110.2,0.477353297,0.816796905,7.2,24.8,7.4,12.8,5.8,97.6,0.464894037,0.718377048,0
1,7.2,22.2,7,15.4,4.2,112.8,0.503475326,0.741161616,7.4,21.4,7.6,14,4.4,99.4,0.466162901,0.73373472,1
5.5,8.6,23.8,7.6,12.4,4,94.6,0.456662266,0.657101449,7.2,19.6,8.8,13.4,3.8,97.2,0.482054335,0.753222045,0
3.5,4.6,21.8,7.8,11.2,3.8,98.2,0.468380728,0.675282132,12,22.6,9.4,16.2,3.8,104,0.438878016,0.728206327,0
12,7.8,20.4,4.4,13,6,95.4,0.452652218,0.812910053,10.8,24.4,8.8,11.8,5,105.2,0.441311752,0.743973669,1
-2,11.4,24.4,9.4,10.8,5.8,106.6,0.464445987,0.585589526,8.4,22.4,8.2,12.8,4,96.2,0.473999145,0.662229654,0
8.5,7.6,23.6,7,14.4,4.8,99.8,0.472813181,0.746119611,8.4,25,7.2,15.8,5.2,96.6,0.4458541,0.752656642,1
10.5,7.2,20.8,8.4,12.6,3.4,102.6,0.461291106,0.738862925,6.4,20.6,5.2,12.2,8,108,0.458729683,0.816796905,0
0,8,25.4,6.8,16.4,3.8,104.8,0.506735884,0.787987013,4.8,22.4,6.8,7.2,4.2,98.6,0.433636164,0.820650868,1
1.5,10.4,21.4,8.6,13.8,6,111.6,0.482051108,0.761300725,4.8,21.2,7.8,12.6,6,94,0.422177015,0.83593985,1
5,5.6,21.2,8.8,13,4,98,0.465536962,0.715541872,8.8,21.8,8.6,14.4,4.2,106,0.455736179,0.735279146,1
5.5,10,20.4,8.8,13.8,6.4,102.8,0.433924701,0.708459384,3.6,15.2,4.2,15,4.6,92.4,0.4037481,0.749340346,0
7,5.2,25.8,8.8,15.6,5.8,99.4,0.440388777,0.668390805,6.6,21,5,12,5.6,93.8,0.429200308,0.756091871,1
3.5,10.8,22.2,6.4,8,3.6,114.8,0.474205074,0.724792885,14,23.2,8.8,15.8,5,107.8,0.46893854,0.813650794,1
17.5,6.2,16.2,9.6,18.6,8.2,88.4,0.414974738,0.722281074,10,28.8,10.8,14.4,5,108.6,0.480858928,0.742466259,1
-1.5,7.8,21.8,7,15.4,4.8,111.2,0.487410911,0.749646465,7.2,24.4,8.6,14.4,3.8,97.6,0.454567242,0.750035826,1
3.5,6.8,18.8,9.2,13.2,3.8,96.8,0.480149573,0.745853624,6.8,25,7.4,12.6,7,101,0.490277389,0.701010101,1
13,5.8,22,7.6,11.6,4.8,99.4,0.432742169,0.799401147,10.4,23.4,8.2,12.2,6.6,104.2,0.441311752,0.750370975,1
11.5,7.2,18.8,7,13.2,6,96.2,0.409830406,0.75982906,12.6,22.6,10,17.6,3.2,106.6,0.455157086,0.693423718,1
-1,8.4,24.8,8.2,18.2,6.6,99.8,0.474178261,0.750455487,8.8,21.4,8.6,15.2,4.4,99,0.439855788,0.759452944,0
8,10.2,21.8,8,12.2,6.6,113,0.487656355,0.75397807,6.6,20.2,7.6,14,5.6,105.8,0.468177259,0.719573935,1
5,5.8,22,7.2,11.4,5.2,98.4,0.455292483,0.781506352,8.4,26.8,7.4,15.8,4.2,103.6,0.513362591,0.729163484,1
10.5,4.8,17.4,5.4,14,4.6,97.8,0.420232541,0.727897851,6.8,21,5.4,11.6,7.6,98.6,0.427365761,0.740484848,1
-4.5,6.8,21.2,7.2,15.8,4.4,106.4,0.464771598,0.739329004,5.6,26.4,8.6,15,5.6,98.6,0.442749123,0.711247947,0
-1.5,8,20.4,7.4,14.2,4.2,90,0.403329177,0.773162622,6.2,17.2,7,14,6.6,90.8,0.378646195,0.795726496,0
-2.5,6.8,19.2,8.4,11.6,3.6,99.8,0.442774936,0.758567359,7.8,22,7.4,13,3.4,95.8,0.480077577,0.672229654,0
-6,8.6,22.4,8.8,13.4,4.6,109,0.474567717,0.713210181,6.6,25,8.6,14,4,96,0.435243086,0.780512017,0
-4.5,11.6,24.4,9.4,10.8,6.8,107.2,0.467581602,0.552195697,5.2,23.4,6.6,10.2,4.4,97,0.429387191,0.77023448,0
-2,13,21.6,10.4,17.2,3.8,107.6,0.462450955,0.666439591,6,18.4,6.6,12.2,4,96.8,0.436141422,0.791506352,1
7,5.8,23.4,7.6,15.2,3.8,97,0.47279844,0.696640212,7.8,21.2,7.4,13.2,5.4,113.4,0.459439277,0.749165772,1
1.5,7.6,24.6,6.4,12,6.6,102.2,0.478884984,0.731486291,9,24,9,16.6,7.6,98.6,0.45689431,0.74378882,0
14,5,14.8,10.6,19.2,6.2,87.4,0.401578079,0.667549616,11.6,22.6,8.8,11.4,5.6,119,0.487314475,0.775692356,1
-4.5,8.4,24.4,8.4,15.8,4.4,97.6,0.44441722,0.748810488,7.2,19.4,5.2,11.6,5.2,93.6,0.418553524,0.752303992,0
4.5,10,20.2,7.6,8.4,3,112.2,0.459558609,0.748126218,10,30,12.8,15.4,5.8,111,0.490926391,0.785429222,1
-4,5.8,25,8,10.4,4,98.2,0.452134982,0.809287232,10.8,23.8,8.4,14.2,6.8,104.8,0.46332579,0.672561948,0
4.5,5.8,17,6.8,14.4,6.8,86.6,0.364404536,0.770940171,8.6,21.8,8.6,12.4,3.2,95.4,0.470192582,0.671794872,0
10,7.8,25,8.6,13.4,3.6,99.4,0.441118273,0.757354122,7.4,21.4,5.8,11,9.8,100,0.419117539,0.783151515,1
6.5,6.6,19.2,8.4,13.8,4.8,95.8,0.483979076,0.747563025,11.6,21.6,10.2,17.8,3.8,102.2,0.447743536,0.643712319,1
1.5,7.6,19.4,5.8,12.6,6,94.8,0.41532507,0.742303992,6,26.2,9.4,14.6,6.6,100.8,0.441550322,0.69836916,0
5.5,7,24.6,6.8,16.6,3,99.2,0.480262324,0.744973545,7,24.2,7.2,16.4,5.2,97.6,0.473730313,0.724112979,1
1.5,6.8,25.4,7.8,11,4.2,101.8,0.459056355,0.784771103,5.4,19,5,13.8,5.2,101.6,0.425057567,0.740860814,1
6,8.2,24,9,14.4,3.8,96.2,0.427133269,0.788810488,14.6,22.4,7.6,16,6,105.4,0.442271874,0.849206349,0
19.5,5.2,14.8,11.4,18.6,6.4,87.4,0.401269697,0.627549616,11.4,24.4,7.4,12.2,6.2,100.4,0.42911663,0.718646837,1
-7.5,9,22.6,8,12.6,3.8,112.4,0.48165105,0.771445475,7.6,20.4,7.4,12.6,4.4,90,0.390302357,0.785889894,0
3.5,6.2,19.6,7.6,17.2,4.8,106.8,0.47732415,0.778409464,12.6,23.6,10.4,11.8,6,106.6,0.480347559,0.533148078,1
-2,7,20.2,7.8,14.2,4,99.4,0.46215833,0.737932438,5.8,20.6,7.6,14,4.2,94.2,0.489714371,0.723118581,1
-7,8.8,24.6,9.6,15,7.8,96.6,0.447165617,0.75378882,6.2,21.6,8,10.2,4.2,91.6,0.402155885,0.693311404,0
1,9.2,20,7.6,9.4,2.4,109.6,0.454907447,0.74997807,11.8,21.4,8.2,12.8,7.4,116.6,0.496592825,0.806942356,1
-1,8.2,24.6,6,13.2,4.8,101.8,0.465304737,0.747041847,9.6,23,8.2,13.6,6.4,103,0.466127843,0.690518604,1
-4.5,7.6,21.8,6.6,13.2,4,88.4,0.389197706,0.74245098,6,16,10.2,19.6,4.4,87.4,0.396568069,0.617863007,1
5.5,5.6,17.8,6,14.2,7.2,91.2,0.396676861,0.767094017,7.4,25.8,8.4,15,4,101.2,0.453471214,0.769266348,0
-7,9.6,24.2,8.6,10.6,5.2,111.2,0.501289745,0.769564597,7,20,7.8,13.4,4.6,94.4,0.442432917,0.733536834,0
3,11.4,20.8,12.4,18.2,2.6,101.8,0.456428826,0.636569461,6.6,19.8,7.6,11.6,10.2,99.2,0.39544312,0.776151515,1
14.5,7.2,22.8,8.6,12,3.8,89.8,0.393734833,0.692559524,5.8,25,8.2,12.6,5.2,100.6,0.456730774,0.745454864,1
-5,5.4,20.2,5.4,12.8,6,105.2,0.441050158,0.747605682,6.4,24.6,8.4,12.6,5.8,97.8,0.431983725,0.713311688,0
3,6.4,24.2,7.2,15.8,3.6,97.2,0.475497719,0.728050468,6.6,20.2,8.2,12.8,5.2,102.2,0.462647446,0.804137931,0
1.5,8,23.8,6.4,12.4,4.4,97.4,0.437433251,0.746031746,8,20,7,12.8,7,95.6,0.425991737,0.727489177,0
12.5,9.8,22.2,8,15,5.4,102,0.463923312,0.724804318,15.2,23.4,7,15.2,6.4,107.8,0.44312077,0.826984127,1
3.5,8.2,21.4,7.4,13,5.2,113,0.474374265,0.712674544,10.6,29.8,12.6,14.8,6.2,110.6,0.489755822,0.770429222,1
5.5,7,21.8,9.6,14.4,4.2,97.8,0.440040537,0.78291187,12.2,25.8,8,11.8,5.8,105,0.456917141,0.736778705,0
-4.5,10.6,21.6,10,13.2,5.6,118.6,0.506585653,0.806942356,8,23.6,8.6,15.6,7.4,94.2,0.436808885,0.744126984,0
8,13.2,22.6,10,11.8,5.4,108.4,0.49133657,0.560071155,6.4,23,6.4,15.2,5.2,96.6,0.48028302,0.703478058,0
-5,6.6,19,8.2,14.8,4.8,99.8,0.468503302,0.782079108,5.2,18.6,6,15.2,7.6,93.2,0.410391828,0.802842809,1
-6,10.6,21.8,11.2,16.6,4,101.6,0.44988439,0.640440429,8.8,21.4,7.4,12,3.2,90.8,0.391235009,0.72587344,0
-6.5,6.2,23.8,9.4,15.2,6.4,96.4,0.443399794,0.7597114,6.8,19,8.6,19.4,4.6,87.8,0.403881712,0.668772097,0
14.5,7.6,21.8,8.4,13,2.8,80.6,0.381607866,0.662271062,5.8,23.2,7,14.2,4.2,95.4,0.47170025,0.77275635,1
4.5,5.8,23.8,9.4,14.8,5.4,99.4,0.478916515,0.715248914,8.8,22.8,10.6,12.4,3.8,103.8,0.447350479,0.759102346,1
4.5,7,23.8,8.4,13.4,4.8,98.8,0.429143817,0.762942237,6.2,21,8.4,13.2,5.2,95,0.448277073,0.735791262,0
10.5,8,19.8,6,12.4,6.2,98.2,0.440982918,0.714884135,6.4,21.4,8,12.4,11.4,100.6,0.399778877,0.783424242,0
9,11.8,21.4,9.8,12.8,4.8,105.6,0.476287118,0.599480022,10.6,25,8.4,10,5.2,110,0.478808329,0.787547053,0
7,7.6,20.4,8.8,10.6,3,95.6,0.447424514,0.728937729,6.2,21.8,6.8,11.6,6,106,0.468468704,0.728855682,1
-8,10.2,20.6,9,14.6,5.8,115.8,0.496794253,0.804164578,7.8,23,8.8,13.6,4.8,97.6,0.437765333,0.738311688,0
-7,7.4,20.2,7.6,12.4,5,108.4,0.431895051,0.755089404,5.4,19.6,7.8,17.8,5.2,104.6,0.47448544,0.792298353,1
11.5,7.6,21.2,5.8,12.4,4,96.4,0.429702264,0.788253968,11.2,31.2,12.6,13.4,6.6,113,0.490080497,0.718958634,1
10.5,8.4,22.2,7.4,13.8,4.2,101.2,0.475286948,0.734804318,11.8,26.8,7,13.4,6,104.6,0.467945411,0.73990676,1
