road_SPREAD,road_Rolling 3P,road_Rolling TOT,road_Rolling ST,road_Rolling TO,road_Rolling BL,road_Rolling PTS,road_Rolling FG%,road_Rolling FT%,home_Rolling 3P,home_Rolling TOT,home_Rolling ST,home_Rolling TO,home_Rolling BL,home_Rolling PTS,home_Rolling FG%,home_Rolling FT%,home team win
3,12.8,23.4,7.4,12.4,2.6,106.8,0.429228414,0.841284271,10.2,19.4,6.8,12.4,2.8,108.6,0.458290591,0.813198758,0
-5.5,12.2,24.6,7,15.2,6.8,113.2,0.508969315,0.712930878,10,20.4,5.6,18.2,6.2,99.8,0.416934198,0.80102657,0
1.5,10.4,26.2,7.4,15.4,4.4,106.6,0.439018075,0.705335498,7.6,21,9.2,12.4,5,104.4,0.424766927,0.706823069,0
-5,7.6,21.2,9.6,16.2,8.4,103.2,0.463939958,0.738902984,7.2,24.8,7.4,13.4,4,110.4,0.479637426,0.768957219,0
6,10.4,21.6,7.6,15,5.8,111.6,0.448616426,0.777685039,8,23,8.8,15.6,8.2,107.6,0.500949454,0.695628882,0
-8,14.6,32,10.2,13.6,7.2,120.2,0.489806209,0.835989011,9,21.6,7.4,12.8,6.2,105.4,0.45356308,0.812899218,0
5,7.2,18.6,7.6,13.2,7,100,0.45541506,0.729238551,6.8,24,7.4,11.2,3.2,105.8,0.47444378,0.813370927,0
5.5,9,22,8.2,11.8,5.4,103.8,0.454264051,0.765360372,10,24.8,8.6,11.6,5.2,117.4,0.478080896,0.813546454,1
-2,7.8,22.8,7.6,14.4,4,106.2,0.477991842,0.785226881,9.2,24.2,8,13.8,4.2,102,0.460703948,0.800017789,1
-3,6.4,26,7.8,11,3.8,114,0.504718872,0.745130838,8,18.6,8,14,4.8,105.6,0.400571539,0.83080112,1
2.5,9.6,22.4,7,11.6,4.6,114.8,0.478022165,0.743194525,9.6,23.6,5.6,11.2,4.8,102.6,0.419010486,0.870513578,0
6,7.8,23.8,9.8,16.6,8,108.8,0.52115514,0.707120817,8,22.8,7.8,10.6,6.2,105.6,0.456437964,0.761770628,0
-3,11.4,23.4,7.4,15.8,6.6,114,0.502977799,0.763448476,8.8,21.6,9.8,13.8,2.6,99.8,0.401383941,0.758562002,1
12,11.8,27.2,7.2,15,5,113,0.472702286,0.696764069,15.2,25.2,7.2,14,4.6,123.4,0.517732296,0.773951604,1
16,8.2,19.4,7.8,13.2,5.8,105.8,0.42037417,0.834317604,14.4,24.8,8.8,12.2,3.6,113.8,0.443008077,0.717212121,1
-8,16,32.6,10.4,12.4,8.6,122,0.49996567,0.819389821,8.4,19.4,7.6,14,5.6,105.4,0.424245003,0.762924331,0
6.5,6.8,22.2,7,15,5.2,98.2,0.435323843,0.763511905,10.4,19.8,7.8,8.6,4,106.6,0.473652139,0.77966487,1
6.5,12.2,23.4,7.8,12.2,1.8,108.2,0.438126832,0.834550265,12.2,24,8.4,13.8,3.6,112.2,0.509490468,0.748832866,0
7,5.8,24.2,7.6,11.2,3.8,109.2,0.489641788,0.744481487,6.6,23.2,8.2,11.2,2.6,107.6,0.479892665,0.803370927,1
-9.5,8,23.4,8,16.4,6.8,102.2,0.477893446,0.756797721,9.8,24.6,9.6,12,5.6,108.8,0.463476605,0.666823069,1
7,6.2,23.6,7.2,13.4,4.6,105.2,0.455329126,0.766242287,8.8,18.4,6.2,11.8,3.6,105.6,0.479191309,0.763691297,0
4,7.2,20.6,7,15.2,6.2,103.2,0.490308677,0.730018278,11.2,25.2,8.6,15.2,3.2,107,0.485936506,0.817966507,1
5.5,7.6,20,7.8,16,6.4,108.2,0.444630545,0.753774004,10.6,25.2,9.4,11.4,5.2,116.4,0.459899078,0.786879787,1
7.5,8.8,22.8,10.8,11.6,3.2,106,0.423899797,0.768630652,10,24.4,6.2,11,4.4,103.4,0.426551237,0.852513578,0
-8,8,20,7.4,14.8,6.2,103,0.433897913,0.825061381,10.6,20.8,5.6,18.6,6,101.6,0.419263042,0.81352657,0
7.5,6.2,22,6.2,15,5.6,96.6,0.432853143,0.765099206,10.4,21.8,6.2,17.2,5.2,112.6,0.497968311,0.787508627,0
2.5,5.6,21.2,7.4,12.8,4.8,102.4,0.451247493,0.763420971,9.4,25.6,9.2,14.4,7.8,114.4,0.529374319,0.743877574,1
-5,8,21.6,7.6,14.8,5.2,99.8,0.46502766,0.772285936,8.4,22.6,6,10.6,5.4,104.4,0.466281864,0.773598585,0
-2,12.4,22.6,7.8,13.6,2.2,108.8,0.473678071,0.79831838,11.8,21.8,7.8,9.2,3.8,106.4,0.479529982,0.782045823,0
-12,14.4,31.2,10.6,12.6,6.6,122.8,0.50779613,0.805104106,12.4,25.6,7.2,14.6,4.8,110.6,0.463227016,0.724036797,1
8,11.4,23.6,5.8,12.2,4.2,111.4,0.468610401,0.71003663,11.6,22.8,8,12.6,3.6,112.2,0.498578124,0.766610644,0
3.5,8.8,21,7.8,15.8,5.6,103.4,0.473235506,0.744303992,7.4,21.2,8,14.8,6,105.2,0.415980691,0.822449472,0
2,8.6,24,6.8,14.6,3.8,109,0.500330526,0.768637019,10,18.8,5.4,11.8,3.6,108.6,0.460664562,0.818037467,0
-4,8.8,18.6,5.8,10.6,3.6,105,0.475396437,0.787691297,6.6,23.6,7.6,13,3.8,101.4,0.451987467,0.722943026,1
-3.5,15.2,23.8,7,15,3.2,123.4,0.519390937,0.81031524,6.8,23.6,9.4,11.4,2.2,109.4,0.489658235,0.822399267,0
2.5,11.4,25.2,9.8,16.4,3.4,107.4,0.486268331,0.84119883,11,21.6,8,15.4,4.4,112,0.446998449,0.787843769,0
-10,7.4,19.4,6.4,14.2,4.4,97.6,0.443057633,0.781117845,6.8,21.2,7.2,15.6,4.8,99.4,0.438130921,0.759280241,0
6,8.8,22.4,5.4,11.6,5.2,104.6,0.467014464,0.780265252,14.6,25.2,7,14,4,124.4,0.524097471,0.802234432,1
10,10,23.6,10.6,12.2,4,106.6,0.435915301,0.730300481,13,22.6,7.2,12.8,2.6,108.4,0.477321552,0.80784219,1
6,10.4,21.6,7.6,12,4.8,101,0.42509436,0.821744348,7.8,18.6,6.6,11.6,2.8,105,0.488144609,0.793643678,1
-5,8.8,25.6,9.2,13,5.6,111.4,0.522206406,0.787355835,10.8,21.4,5.8,17.2,5.2,102.8,0.437527364,0.788888889,0
4.5,10.2,23,8.6,10.8,3.4,104.4,0.475702231,0.768828431,5.8,21,7.8,12,3.8,103.4,0.455760314,0.750789392,1
8,9.4,21.2,8.6,16,5.4,107.2,0.480012063,0.795213083,9.2,20.8,6.8,14.8,5.4,105,0.438811072,0.837519293,0
10.5,9.2,19,6.4,15.8,5.6,109,0.474871044,0.81005291,15.2,24.6,9.6,13.6,3.6,119.4,0.452419842,0.739822844,0
6.5,6.6,24.6,9.8,10.8,2,111.2,0.503999321,0.821960671,15.2,28,7,14.8,4.8,117.6,0.483187491,0.774036797,0
8.5,11,18.6,4.6,13,4,106.4,0.442186641,0.756124424,9.8,22.4,8,12,3.6,105.6,0.46911878,0.766610644,1
4.5,11,22.2,8.8,14.8,3.4,109.6,0.446610691,0.74905589,6.8,19.6,7.6,15.2,6,104.4,0.418485713,0.822449472,1
7.5,10.4,23.6,7.4,13.2,5.8,108.6,0.492769534,0.706147186,6.4,19,8.4,15,6.2,105,0.420463878,0.755592186,1
3.5,8.6,22.8,7,12.4,5,108.2,0.473909548,0.774977599,11.2,22,5.8,11.8,4.2,105,0.45749929,0.683463203,1
18.5,11.4,24.8,9.4,16.6,3.2,105,0.487171195,0.816777778,13.2,28.6,11,12.2,7.4,118.2,0.500571712,0.823052824,1
-3,10.8,25.2,8,13.8,5.8,117.2,0.483300904,0.798784549,9.6,24.6,4.4,11.8,3.4,106.8,0.484175651,0.820659341,0
-1,12.4,22,8,15,2.8,110.2,0.488230643,0.78784219,6.4,22,7.8,13.6,3.4,99,0.451877878,0.738498581,1
-3,11,18.2,5.8,14.4,3.8,103.2,0.432290208,0.756124424,6.2,20.8,6.6,16.4,5,98,0.44784752,0.738603549,0
5,10.4,21.8,8,13.6,5.4,98.4,0.423939033,0.832855459,6,19.6,6.6,12.6,3.8,100.4,0.450635899,0.744372279,1
-3.5,15.2,25.2,8.6,13.4,3,119.6,0.459909645,0.743146402,9.2,20.8,8.4,15.8,4.2,104,0.487374382,0.749758538,0
10.5,10.2,22.8,7.2,14.2,6.8,108.8,0.497420697,0.777575758,14.4,23.6,6.8,11.6,4,119,0.512697683,0.816896086,1
13.5,12,22.4,8.6,12.4,4.8,104.4,0.467836842,0.70965368,12.8,30.6,11,10.4,7.4,118.8,0.515432139,0.798052824,1
-6.5,15.2,27.4,6.4,14.6,3.8,115.4,0.464038555,0.71987013,10.6,24,9.4,17.2,3.4,100.8,0.45753103,0.794718954,1
-8.5,11.8,25.8,7,13.4,5.2,118.4,0.495349097,0.759390609,10.6,24.4,12.2,14,5,109,0.445833075,0.727919528,1
-1,8.4,21.8,7,16,5.4,101.8,0.429851492,0.820288524,7.8,24,4.4,11.6,3.2,103,0.484175651,0.806984127,1
1.5,13.2,23.2,6.8,13,3.2,112.4,0.502285081,0.780064412,9.2,18.2,6.6,12.2,2.8,102.4,0.472381062,0.761012099,1
5.5,7.8,20.8,7.6,15,6,110.6,0.443827844,0.825037707,6.4,22.4,6.2,13.4,4,97.4,0.430149483,0.809466323,1
-3.5,10,20,8,12.4,3.2,103.8,0.450322484,0.772407746,8.8,25.2,10.6,11.8,4,109.8,0.509013502,0.776284407,0
10.5,10,20.6,8.8,14.8,3.4,108.4,0.443156104,0.760044901,8,19.6,8.6,15,6,107.2,0.432013044,0.747527669,1
4,10.6,22.4,9,10,3.2,105.2,0.465713238,0.839416667,6.8,23.6,9.6,10.2,2.6,111,0.491848158,0.836246385,1
3,8.8,19,6,14.6,6,109.4,0.474981786,0.800529101,8,21.2,6.4,13.4,4.8,102.4,0.449794001,0.756264148,0
10,11,23.6,5.6,16.4,5.4,108.8,0.457862292,0.782677709,15,27,6.8,15.8,3.4,114.2,0.472674918,0.738917749,1
-2.5,8.2,22.2,7.2,13.4,4.8,104.2,0.464268923,0.827901471,11.6,22.2,9.4,13.4,3.8,105.2,0.456223939,0.716860887,0
-3.5,10.4,21.8,7.8,13.6,5.4,97.8,0.428116356,0.85964591,10,24.4,8.8,17.2,4,102.4,0.462076485,0.786999656,0
-3.5,8,20.8,6.6,13,5.4,101.4,0.436554179,0.745847482,6.4,18.8,6.8,16,5,97.8,0.431462742,0.742193293,1
6.5,10,25.4,12.4,16,6,112.4,0.463731269,0.73619539,10.4,24.4,7.2,13.4,7.4,108.2,0.490345111,0.761176471,1
4.5,9.2,22.8,5.4,12.6,3.6,102,0.488913667,0.833650794,10,20.4,6.4,14,6,109.8,0.46044103,0.825315425,1
-2,9.4,22.2,9.2,17.2,4.6,105,0.480186221,0.759296999,9.8,22.4,9.6,11.6,3,99.4,0.451383921,0.804,1
6,8,23.6,7.6,13,4.4,104.6,0.443592251,0.816936612,14.2,24.6,6.4,12.2,5,116.4,0.508921,0.792280702,0
12.5,6.4,24,9.8,11.8,2.8,108,0.499476363,0.799103528,16,26,9.6,14.4,3.4,121.2,0.469014826,0.765479735,1
21,10.6,23.8,6.4,17.2,4.6,109.2,0.465959799,0.730450366,12.4,29.4,11.4,12.2,8.6,118.8,0.508663802,0.798052824,1
-12,7.8,22,8.6,13,5,103,0.444229372,0.825234804,9.8,21.4,10,16,4,102.8,0.436089515,0.684468864,0
6,8.4,23.6,6.8,15.6,6.2,116.6,0.482537522,0.780331825,9,24.6,9.6,12.4,3.4,111.2,0.502542242,0.827515934,1
2,9.4,22.2,7.6,15.6,4.2,102.4,0.43417248,0.765332002,14.6,27.4,7.8,15.4,2.8,113.8,0.460021636,0.740584416,0
2,8.8,19.6,7.8,13.6,3.8,100.2,0.441231575,0.790502984,10.4,23.8,6.8,14.2,5.4,113.8,0.47878344,0.737467532,0
5,10.8,19.2,6.2,15.8,4.4,105.8,0.453065006,0.730727599,8.2,17.2,6.8,12.2,3.4,100.2,0.473527446,0.733425892,1
-2,13.6,22.4,6,13.6,3.6,107.8,0.490197169,0.789828722,8.2,19,5.4,11.4,3,99,0.42772425,0.802705613,0
6.5,8,21,9,16.8,4.4,97.2,0.439673401,0.739148851,8.6,21.8,9.2,15.2,5,111.2,0.445461966,0.745846997,1
11,11.6,21.8,8.2,11.4,5,98.6,0.421057533,0.862820513,11,21.4,9.6,13.6,3.6,100.8,0.447005447,0.747813268,1
-3.5,7.4,16.6,7,11.6,3.8,100.8,0.47489064,0.748981448,10,23.6,6.6,13.4,7.8,107.2,0.484850606,0.751031543,0
-14,11.6,29.2,10.6,12,8.2,116.8,0.491365101,0.7999667,9.2,24.2,11,15.2,6,111.8,0.463731269,0.743602798,0
9.5,8.6,24.4,9.4,12.2,3.6,108.4,0.499910663,0.837551776,15,26.6,5.6,11.4,4.4,114.4,0.505218469,0.785614035,1
4,8,18.8,6.2,14.4,5.4,95.2,0.410773027,0.686873123,13.4,22.8,6.6,13.2,3,106.2,0.45188731,0.819393939,0
10,8,23.2,6.6,12.8,3.2,101,0.473023256,0.843907204,17.2,26.2,10.8,15,4.2,124,0.463755443,0.784527354,0
-1,11.2,21.8,6,14.4,5.6,110.8,0.468746493,0.799201754,11.2,23,9.6,12.8,3.2,96.2,0.442542188,0.802,1
-4,7,25.2,9.6,13.8,3.2,112.8,0.511048755,0.813389242,8.6,22.6,7,16.4,4.8,97.8,0.445557497,0.813666323,0
-7,10.2,29.8,11.4,12.4,8.4,114.6,0.475505615,0.826340326,10.2,23.8,8.2,15,4.6,109.4,0.481366685,0.739798535,1
4,10.4,19,6.2,14.6,5,104.2,0.443998183,0.72667998,9.6,19,5.4,12.8,3.2,100.2,0.429361395,0.755672646,1
2.5,14.4,28,8,15.4,2.6,111.6,0.467704502,0.720798319,10,26.4,7.4,12.2,3.4,108.6,0.456470471,0.778300248,0
9,7.8,23.8,8.4,18,5.6,112.8,0.477870432,0.748601056,8.8,21.6,8.2,14.2,3,101.4,0.426950258,0.788390826,1
-2.5,8.4,18,8.2,14.2,5.4,99.6,0.443911313,0.769547101,8.2,20.4,8,15.2,4,111.2,0.446576889,0.743352195,1
-5,12.6,20.2,7.2,13,4.4,102.4,0.428998709,0.892820513,10,20.4,10.2,15.4,3.8,102,0.441997026,0.637460317,0
2.5,8.6,19.8,6.6,14.8,8,100.8,0.463433607,0.799452596,6,17.6,8.2,14.4,5,96.6,0.425201719,0.775526626,0
4.5,10.6,23.8,8.8,16.6,5,109.4,0.478294757,0.786465201,7.2,15.4,8,12.2,3.4,99,0.458172692,0.778198839,0
6,9.6,20.2,8.6,12.6,3,93,0.430483194,0.817942029,7,19.4,7,14,6.4,96.6,0.406206682,0.692034413,1
9.5,9.4,23.6,10.2,17.6,5,110,0.463277497,0.763485839,11.6,23,7.4,13.2,5.6,106.8,0.466138413,0.720080875,1
4.5,12.2,26.4,8,14.2,2.8,110.2,0.471113593,0.754131653,7.4,24.2,8.6,12.6,3.4,104.2,0.493176878,0.805795019,0
2.5,9.4,21.2,6.4,12.8,2.6,103.8,0.430185571,0.752335604,7,19.8,9,15.4,4.2,99.4,0.446746571,0.729882442,1
1.5,14,24.6,4.6,11.6,4.2,109.8,0.495694659,0.791208441,12.2,21.4,7.4,14.4,3.8,103.6,0.431282798,0.812727273,1
9.5,8.8,24.8,6.4,13.6,3.6,103.2,0.465697248,0.879907204,8,24,10.2,11.8,5,106.2,0.448484691,0.834465573,1
6.5,7.4,24.8,9.6,13,3.8,109.8,0.486617306,0.776466165,8.6,19.2,8,13.8,5.8,100,0.454989083,0.765444537,0
2,16.6,26.2,9.8,13.6,4.2,124.2,0.446827543,0.786432116,10.2,21.6,11.8,12.8,3,104.2,0.445671305,0.758989738,0
2.5,10.4,24.8,6.8,17.2,4.2,106.2,0.463294379,0.720973242,7.6,22.6,6,16.2,4.6,94.4,0.443618786,0.769221878,0
-7.5,10.2,30.4,11,14.4,8.4,114.2,0.47053667,0.804687905,10,27.2,8,11,3.6,112.2,0.464803804,0.81983871,1
-4,13.6,21.4,5.6,12.4,4.4,104.4,0.431230987,0.880641026,7.6,24.2,8,16.6,5.8,114.8,0.502761486,0.753088235,1
-1,10,20.4,7.6,14.2,3.8,110.2,0.452822925,0.726927074,10.6,19.4,6.4,16.4,4.8,104.6,0.447461386,0.708204906,1
-1.5,8.4,20.4,7.4,13.2,7,102.2,0.447384225,0.798838156,8.2,22,9.8,17.8,4.8,108.6,0.454987483,0.797710438,1
5,7.6,14.6,7.8,11.2,4,99.4,0.440596934,0.796788583,9.8,24.8,9.2,14.6,4.4,106.4,0.458464359,0.79060054,0
-4.5,13,25,7.8,13,6.6,110.4,0.481051398,0.683043838,6.4,16.6,7.2,14,4.6,98.6,0.429080649,0.785627636,1
-5.5,10.8,23.6,12,11.6,2.2,107.2,0.446144118,0.739409319,8,24.2,8.4,13,4,103.4,0.483477321,0.779128352,1
-2.5,13.4,23.2,4.6,11.6,4.4,106.4,0.474687759,0.791208441,7.4,20.2,7.6,16.6,5,94.8,0.441598248,0.687867746,0
-2.5,9.4,22.4,8.2,12.6,2.8,106,0.460417245,0.777952801,10.6,20.4,9.2,14.2,3.6,92.4,0.430483194,0.835172798,1
12.5,11,24.2,7.6,16.4,3.4,108.2,0.468766518,0.737639909,8.6,20,8.2,14.6,6,101.6,0.468399044,0.741202113,1
-5,10.8,19.4,7.4,13.6,4.8,112.4,0.46105936,0.761093741,7.4,27.4,8.2,16.6,6.6,117.2,0.5362205,0.754421569,1
-6,8.6,24.6,9.6,13.2,6.2,108.2,0.470551813,0.84582921,7.2,19.6,8.6,15,4,99.2,0.451874776,0.76118679,0
-7,12.2,22.8,5.6,12.4,4.2,101,0.42859049,0.819249012,9.4,19.8,10.2,14.8,4.2,98.4,0.435616074,0.625592186,0
-5.5,8.6,20.4,7.8,10.8,3,103.2,0.420675986,0.640261301,8.4,21.4,7.6,16.4,5.6,108,0.447110815,0.819215814,0
0,7.4,14,7.2,11.8,5,104.2,0.465641026,0.804975717,8.6,25.8,7.4,13,4.2,100,0.479840957,0.828295019,1
8,14.8,24.8,4.8,12.8,5,110.8,0.488868133,0.772261072,12,23.6,8.6,12.6,6.2,106.8,0.453212571,0.717710505,1
-3,9.6,23.4,9.2,13,1.8,107.6,0.464973232,0.672742652,9.6,26.6,8.2,10.6,3.6,110,0.456718271,0.821743472,0
5.5,13,21,6.6,12.2,3.4,108,0.425672146,0.867148962,12,25.6,8.8,14.2,2.2,112.4,0.487881577,0.800798319,0
8.5,9.4,20.6,7.6,12.2,2.6,103.6,0.451801471,0.729131253,17,25,8.8,12.6,3.8,122,0.433061485,0.797154727,1
7.5,7.2,24,10.6,13.2,4.8,109.6,0.488942888,0.78010989,8.4,25,9.4,13.2,6.2,106.4,0.462808316,0.795458839,1
11,10,22,7.2,16.4,4,107,0.456982467,0.720973242,9.4,18.8,7.4,16.4,5.4,106.6,0.474350903,0.744776335,1
3,7.8,23.2,8.6,14.8,3.6,102.2,0.464032017,0.852478632,8,22.2,8,15,5.6,104,0.468277898,0.697692308,0
-10.5,8.8,28.6,11,15.8,7.6,109.8,0.45019035,0.857068857,7.6,19.4,7.8,12.2,5.2,101.6,0.430606816,0.803167161,0
-4,11.4,24,6.6,14.6,3.8,103.4,0.437464949,0.801249012,6.4,26.6,8.8,17,6,113.4,0.523733268,0.745123656,1
12,5.8,18.4,6.8,13,5.2,97.4,0.431302871,0.805591338,8.8,24.8,9.8,14.8,5,105.4,0.428762945,0.832267206,1
-10.5,8.8,21.2,7.8,14.4,6,101.8,0.467398043,0.743248149,8.4,20.4,5.8,15.8,4.6,95,0.431408402,0.797949151,0
1,10.2,18,7.4,15,5,111.4,0.452935013,0.779158257,9.6,20.6,8.2,14.6,3.8,95,0.449518189,0.790728354,1
-6,7.2,20,7,15.8,3.4,99.8,0.430131187,0.809671638,8.2,20,10.4,14.2,5,98.2,0.42910728,0.668925519,0
-5.5,8.4,26,7,11.2,4.8,101.2,0.480710792,0.827995169,9.2,21.8,6.8,17.2,4.6,105.2,0.445987513,0.830644385,0
3,7.4,18.2,8,12.8,5,101.8,0.441414403,0.82199069,7.8,18.6,7.6,12.4,4.8,104.4,0.451231907,0.774012391,0
9.5,12.2,21.6,8.4,12.2,6,109.2,0.476949944,0.715146402,14,23,4.6,13.4,3.2,105.4,0.479011418,0.734483294,0
-6,8.8,26.6,11,13.2,6,107.6,0.434926601,0.837670864,8.6,23.6,9,15.8,4.6,105.2,0.480640219,0.68693962,0
6,9.6,27.2,10,13,2.4,107.4,0.456611176,0.771743472,9.4,22.6,9.6,9.2,4.2,110.8,0.446555319,0.629871691,1
10,10,20.8,7.2,15.6,3.6,105.2,0.457088176,0.696932321,9.8,21.4,7.6,11.8,3.2,107,0.466303961,0.710464586,0
2,11.8,21.6,9,12,4.6,115.6,0.495594355,0.770043892,7.4,25.2,10,10.8,6.2,114,0.475366707,0.816019225,1
4.5,10,23.8,8.4,15.6,4.2,102,0.453775607,0.811208791,14.8,22.2,7.2,11.8,3.2,108.8,0.434174561,0.839547152,1
3.5,18,25.6,9.6,13.8,4.4,124.8,0.450302864,0.792316017,8,23.2,9,13.2,6.2,104.4,0.449277358,0.762564103,1
10.5,8.6,20.6,6.6,14.6,4,99.6,0.460865556,0.795007974,11.4,25.2,7.8,13.6,2.4,112.8,0.489245214,0.825941176,1
5,7.8,19.8,7.4,14.4,2.8,101,0.427309133,0.785276034,9.2,21.4,7.8,14.2,5.6,102,0.458509154,0.696581482,1
7,11.6,24,7,14.8,4.4,105.2,0.428143682,0.773521739,8.6,22.8,8.4,13,2.8,105.2,0.47972339,0.694702112,1
7,10.8,21.8,7.4,15.6,6,115,0.507291733,0.74023088,8.6,16.2,6.4,14.6,4.2,107.2,0.442701168,0.777981786,0
9,8.4,21.2,10,16.8,5.4,97.4,0.445404728,0.658449328,9.4,22.2,7.6,13.2,3.2,99,0.462855258,0.81989502,1
-5.5,10.6,26.2,10,14,5,106,0.440614796,0.861267206,5.6,24.4,8.6,15.6,6.8,111,0.507718626,0.786662117,0
0,8.8,25.2,7.8,12.6,2.6,100.8,0.444661336,0.797857143,8.2,19.6,6.8,12.2,5,104.8,0.466279787,0.763755981,1
10,10.8,18.6,8.2,15,3.8,107.8,0.46514231,0.745149639,9.6,23.2,9.4,16.2,5,110.2,0.498029028,0.721182796,1
4,14.2,21.2,7.2,11.8,3,109,0.43556991,0.831610644,12.8,21.6,8,10.4,6.2,107.8,0.465228333,0.731736264,1
6.5,7.4,19.2,8,12.4,3.8,102.4,0.439932164,0.858326094,10,26.4,6.4,9.8,5,103.6,0.476874394,0.810217391,1
3.5,7.8,15,6.2,12.2,5,101.6,0.460208927,0.823251579,8.8,18.8,8.2,14.6,3,101,0.419250525,0.801720478,0
8.5,9,21,7.8,13.2,3.8,99.2,0.445546191,0.712831482,16.8,23.8,7.8,13,4,121,0.444583583,0.798688566,0
-3.5,9,23.8,8,13.2,3.4,109,0.497965111,0.6514397,6.8,24.8,9.4,14.6,4.6,105.2,0.472245736,0.754135864,1
4,7.6,22,10,8.8,4.4,109.8,0.462138415,0.576538357,10.2,25,7.4,15.4,3.8,99.2,0.442569529,0.744542125,1
11,8.4,19.4,6.8,14.8,3.4,95.6,0.44306709,0.787489177,8.4,23.4,8.4,12.4,6,105.8,0.454820595,0.771839465,1
-2,10.4,25.8,9.8,13,5.6,113.8,0.446668436,0.865911619,11.2,24.4,7.8,14.4,2.4,108.6,0.488214286,0.83427451,0
7.5,11.2,24,7,14.2,4.6,104.8,0.430071393,0.779038981,10.6,27.2,11,13.8,4.6,109,0.445179475,0.837670864,0
-4.5,13,21.2,4.2,14.4,3.8,105.2,0.476255008,0.718851111,6.6,21.6,9.2,7.4,4.4,109.8,0.463359111,0.603291604,1
2.5,8.8,22,7,14.6,3.4,102.4,0.489518955,0.643596563,10,22,6.8,12.6,2.6,110.4,0.471282316,0.756395467,0
-2.5,9.2,22.6,7.8,12.4,6,104.8,0.450565276,0.754989648,9.4,16,6.4,15.4,4.4,107.8,0.450776034,0.779963768,1
9.5,9.4,24,6.6,17.4,4.2,103,0.449417436,0.793997212,11.2,22.6,7.2,14,5.6,117.8,0.516645401,0.74023088,1
6.5,9.2,21.6,8.8,16.4,4.4,101,0.45953014,0.718189588,7.2,23.8,7.2,15.4,7.4,117.2,0.511333084,0.806737875,0
9,8,19.6,6.6,11.4,4.2,103.4,0.45806783,0.733994076,12,20.8,8.4,11,4.4,105,0.43306991,0.842086835,1
-6,14,21.8,6.6,12,3.6,114.2,0.439574157,0.796307614,8.2,23.2,7.2,14.4,3.4,95.6,0.434625494,0.80012987,0
1.5,11.6,26.2,6.4,13.4,3.4,103.2,0.462569529,0.7360401,9.4,26.2,7.6,9.8,4.8,105.4,0.473764279,0.842360248,1
-5.5,10.6,25.6,9.8,14.6,6.2,102.4,0.443387073,0.801773428,6.8,25.2,9.6,13.8,4.6,107.2,0.464791949,0.791278721,1
3,8,16,6,12.4,5.2,98,0.447253461,0.789435154,9.2,22.6,9.8,16.4,4.4,109.4,0.487502712,0.711182796,1
-2.5,11.2,25.4,7.6,13,3.4,105,0.440005711,0.776933717,11.6,25.4,7.2,15.2,2.2,111.6,0.505866174,0.77545098,1
10,11.4,19.2,8,16.2,5.4,109.8,0.476791246,0.775737874,10.4,22.4,6.2,12.6,3.4,104.2,0.478981301,0.827789757,1
-8,10.2,26.2,9.6,11.4,4.4,116,0.47019491,0.812227408,7.6,19.8,7.6,14.6,2.8,99.4,0.462260496,0.789989177,0
4.5,9.6,20.8,6.6,15,3.8,101,0.46096781,0.718600713,7.6,16.6,7.4,14.8,3.6,106.4,0.440279287,0.774166667,1
14.5,9.6,22.8,6.4,16.2,4.2,103,0.446407576,0.766219434,8.6,21.6,5.8,16,3.6,104.6,0.502721355,0.70018997,1
6.5,7,20.2,6.8,12,3.8,102.8,0.442378348,0.823238375,7,21.4,7.8,7.4,4.2,107,0.470002468,0.612799244,1
3.5,9,19.8,7.4,15.4,3.4,96.4,0.414250525,0.79340447,10.8,22.6,9,10,4.4,107.4,0.462645487,0.870420168,0
-8.5,13.2,22,4.2,13,3.6,105,0.46911215,0.675936131,8,21.2,6.8,11,4,101.6,0.457719066,0.706721349,0
3,5.8,23.8,8.8,11.4,4.8,101.8,0.449172994,0.782548563,9,24.4,8.6,11.2,5,105.6,0.485323014,0.842360248,1
6,7.4,17.4,7.6,12.2,5.6,99.4,0.443072859,0.779773318,14.4,21.8,7.4,10.2,6.8,111.6,0.46313053,0.781095238,1
11,10.4,25,9.6,13.2,6,101.2,0.443711748,0.791751641,8.6,21.6,7.8,11.8,6.2,103.2,0.439304014,0.739989648,1
6.5,8.8,22.6,9,16.2,4.8,110.4,0.479002712,0.692217278,9.2,23,6.2,11.4,2.6,109,0.470438942,0.734940921,0
5.5,7,23.4,7.4,16.8,8.4,116.8,0.500026318,0.808404542,11.4,22,6.2,13,3,106,0.47675458,0.82375249,0
5,10.2,25.6,9.8,10.8,4.2,121,0.474956815,0.822753724,10.6,24.4,7.6,16,7,119.4,0.518946897,0.755642136,0
-5,11.4,25,8.2,15.6,2.6,110.4,0.499248527,0.746663102,8.8,20.6,7.4,13,2.2,106.2,0.470107791,0.813798701,0
7.5,8,22.8,7,15.6,3.6,93,0.420509848,0.77012987,11,23.6,9,14.2,2.6,104.2,0.431648636,0.78562937,1
1,8,21.2,5.8,13.4,4.6,101,0.446232609,0.789220779,11,20.6,8.2,15,5.4,107.2,0.472078841,0.774288599,1
6.5,14,21.2,7.2,10,6.4,107.4,0.451463863,0.787155844,9.4,23.4,7.8,14,3,96.8,0.460459639,0.714585555,1
